subscription ID	Plan	Product	Interval	Amount	Status
sub_1PextqI9Qa85Sr7Cf9KB1yUy	video-payg	Video PAYG	month	0	active
sub_1PdqQ8I9Qa85Sr7CrADXLe8I	video-payg	Video PAYG	month	0	active
sub_1Pd8NuI9Qa85Sr7ClPvmyyHd	video-payg	Video PAYG	month	0	active
sub_1PcqBWI9Qa85Sr7Ci0S3OFnn	video-build	Video Build	month	0	active
sub_1Pcp2PI9Qa85Sr7CW0rtB0LC	video-payg	Video PAYG	month	0	active
sub_1PY34WI9Qa85Sr7Cok1XHNIS	video-payg	Video PAYG	month	0	active
sub_1PWdlsI9Qa85Sr7CdsJERqCG	video-build	Video Build	month	0	active
sub_1PV2acI9Qa85Sr7Cw7rFzxeB	video-payg	Video PAYG	month	0	active
sub_1PTBg9I9Qa85Sr7CARV9vmMA	video-payg	Video PAYG	month	0	active
sub_1PSbjfI9Qa85Sr7CmZAgC1T2	video-build	Video Build	month	0	active
sub_1PSJkKI9Qa85Sr7C0elsh0L7	video-build	Video Build	month	0	active
sub_1PQ5RnI9Qa85Sr7CSn9l3Z5I	video-payg	Video PAYG	month	0	active
sub_1PPATCI9Qa85Sr7Cx6sydjiq	video-payg	Video PAYG	month	0	active
sub_1PMThhI9Qa85Sr7CJ50sez35	video-payg	Video PAYG	month	0	active
sub_1PLY0zI9Qa85Sr7Cdd9NMPjs	video-payg	Video PAYG	month	0	active
sub_1PJhsmI9Qa85Sr7CbfBVJOM4	video-payg	Video PAYG	month	0	active
sub_1PJ3YCI9Qa85Sr7CKVoixlt7	video-build	Video Build	month	0	active
sub_1PGFefI9Qa85Sr7CZ7yeChQI	video-payg	Video PAYG	month	0	active
sub_1PFt2NI9Qa85Sr7Cx8cQFTZM	video-build	Video Build	month	0	active
sub_1PFaZjI9Qa85Sr7C55f7es7Z	video-payg	Video PAYG	month	0	active
sub_1PFYrdI9Qa85Sr7CmquX27xF	video-build	Video Build	month	0	active
sub_1PEyO0I9Qa85Sr7CMAP1obLg	video-payg	Video PAYG	month	0	active
sub_1PER36I9Qa85Sr7CylAMBkIG	video-build	Video Build	month	0	active
sub_1PCsEUI9Qa85Sr7Cj5KUJGzi	video-build	Video Build	month	0	active
sub_1P94GdI9Qa85Sr7Cju37LwKq	video_standard	Video Standard : Monthly	month	0	active
sub_1P90bRI9Qa85Sr7CWBlH09h7	video-payg	Video PAYG	month	0	active
sub_1P8gJHI9Qa85Sr7CJFKUp6Ll	video-payg	Video PAYG	month	0	active
sub_1P7x6AI9Qa85Sr7Clh4iFGoZ	video-payg	Video PAYG	month	0	active
sub_1P7sCJI9Qa85Sr7Csos12sex	video-build	Video Build	month	0	active
sub_1P7MtzI9Qa85Sr7CETAlEhWk	video-build	Video Build	month	0	active
sub_1P7531I9Qa85Sr7CnGCMCey8	video-build	Video Build	month	0	active
sub_1P5AaNI9Qa85Sr7Cu2LCSUma	video-payg	Video PAYG	month	0	active
sub_1P4zBtI9Qa85Sr7CfEKAPidS	video-payg	Video PAYG	month	0	active
sub_1P4r3hI9Qa85Sr7CfL4gq9oJ	video-build	Video Build	month	0	active
sub_1P4R7YI9Qa85Sr7Ct0ha3Kbh	video-payg	Video PAYG	month	0	active
sub_1P3t8II9Qa85Sr7Crr8HD688	video-payg	Video PAYG	month	0	active
sub_1P3n4gI9Qa85Sr7CwnA6GuyC	video-payg	Video PAYG	month	0	active
sub_1P32uTI9Qa85Sr7CtkWpDeWm	video-payg	Video PAYG	month	0	active
sub_1P2sNII9Qa85Sr7C3cmAjno6	video-build	Video Build	month	0	active
sub_1P2hfSI9Qa85Sr7CtU67RHTQ	video-payg	Video PAYG	month	0	active
sub_1P1tczI9Qa85Sr7C6linXxtU	video-payg	Video PAYG	month	0	active
sub_1P1MP3I9Qa85Sr7CbEPbKgX7	video-payg	Video PAYG	month	0	active
sub_1OzRJqI9Qa85Sr7CWk6cjTf9	video-build	Video Build	month	0	active
sub_1OyBhRI9Qa85Sr7CaXjQo0QN	video_standard	Video Standard : Monthly	month	0	active
sub_1OwdEbI9Qa85Sr7CF47tsQUj	video-payg	Video PAYG	month	0	active
sub_1OvaIvI9Qa85Sr7CrPRgmv6d	video-payg	Video PAYG	month	0	active
sub_1OuTVtI9Qa85Sr7CHL9BBbML	video_standard	Video Standard : Monthly	month	0	active
sub_1OmsIAI9Qa85Sr7CFDUSiUTW	video-payg	Video PAYG	month	0	active
sub_1OltmyI9Qa85Sr7C0uuw7nJi	video-payg	Video PAYG	month	0	active
sub_1Olt3YI9Qa85Sr7Cbvk6D0ci	video_standard	Video Standard : Monthly	month	0	active
sub_1OlcHNI9Qa85Sr7Cjb6YxgZ0	video-payg	Video PAYG	month	0	active
sub_1OjGRlI9Qa85Sr7CjltN1Cu6	video_standard	Video Standard : Monthly	month	0	active
sub_1Oj3fhI9Qa85Sr7CIsnNLvlp	video_standard	Video Standard : Monthly	month	0	active
sub_1OiX8hI9Qa85Sr7CRcdjJDbN	video-payg	Video PAYG	month	0	active
sub_1OiTQzI9Qa85Sr7Ch7nL7zxe	video-payg	Video PAYG	month	0	active
sub_1Oi2mpI9Qa85Sr7CyhHlhAKQ	video-payg	Video PAYG	month	0	active
sub_1Ohsx1I9Qa85Sr7C4855sgKt	video-payg	Video PAYG	month	0	active
sub_1OhrSII9Qa85Sr7CkMpJDlcy	video-payg	Video PAYG	month	0	active
sub_1OhgFcI9Qa85Sr7ChtWFmczh	video_standard	Video Standard : Monthly	month	0	active
sub_1OhCMhI9Qa85Sr7CTVfKZQM9	video-payg	Video PAYG	month	0	active
sub_1OgSBNI9Qa85Sr7CEMIVovpD	video-payg	Video PAYG	month	0	active
sub_1OfmTHI9Qa85Sr7CfPmef2g8	video_standard	Video Standard : Monthly	month	0	active
sub_1OeQ2CI9Qa85Sr7Csr50FlFa	video-payg	Video PAYG	month	0	active
sub_1OcrGcI9Qa85Sr7CcSl96erJ	video-payg	Video PAYG	month	0	active
sub_1OcDUaI9Qa85Sr7C0Ad8fJaW	video-payg	Video PAYG	month	0	active
sub_1OUFX8I9Qa85Sr7Cqz9dDCCN	video-payg	Video PAYG	month	0	active
